Lat,Lng,Address,Street Number,Locality,County,Year Built,Height Regime,Apartment Count,Surface,Examination Year,Certified Expert,Has Warning Panels,Observations,Risk Category
44.5623194,27.3667215,Matei basarab,bloc J2,Slobozia,Ialomița,1981,S+P+8E,40,2280,2000,Ing. Alexandru Hristoforov,,,RS3
44.4133252,27.8741216,Călărași,Bloc 11,Fetești,Ialomița,1961,P+3,32,521,2001,EXPROT RON C-ȚA,,,U3
44.40893564,27.82649682,Prelungirea Grâușor,Bloc F9,Fetești,Ialomița,1964,P+4E,40,226,1996,EXPROT RON C-ȚA,,,U3
44.40998838,27.82681758,Călărași,Bloc MAN3,Fetești,Ialomița,1960,P+1,12,352,1996,SIGMA PROIECT,,,U3
44.41077821,27.82625643,Călărași,Bloc 9,Fetești,Ialomița,1964,P+3,36,450,1994,METROU,,,U3
