Lat,Lng,Address,Street Number,Locality,County,Year Built,Height Regime,Apartment Count,Surface,Examination Year,Certified Expert,Has Warning Panels,Observations,Risk Category
45.2714554,27.9631591,1 Decembrie 1918,107,Brăila,Brăila,1919,S+P+1E,7,816,1998,Dr. Ing. Gramescu A.M.,,,RS1
45.2699058,27.9737796,Brasoveni,21,Brăila,Brăila,1905,S+P+E,7,816,1998,Dr. Ing. Gramescu A.M.,,,RS1
45.2676602,27.9731386,Justitiei,1,Brăila,Brăila,1905,S+P+E,6,1102,1998,Dr. Ing. Gramescu A.M.,,,RS1
45.277028,27.9788961,Cetatii,62,Brăila,Brăila,1867,S+P+E+M,7,307.78,1999,Dr. Ing. Gramescu A.M.,,,RS1
45.2732203,27.9779683,Gradinii Publice,5,Brăila,Brăila,1890,S+P+E+M,2,657.5,1998,Dr. Ing. Beche Vasile,,,RS1
45.273046,27.966141,B-dul Independentei,148,Brăila,Brăila,1925,S+P+E+M,8,450,2000,Dr. Ing. Gramescu A.M.,,,RS1
45.2740795,27.9761605,Bolintineanu,15,Brăila,Brăila,1925,S+P+M,5,652.6,1999,Dr. Ing. Gramescu A.M.,,,RS1
45.277104,27.975564,Panait Istrati,19,Brăila,Brăila,1902,D+P+E+M,8,771,2000,Dr. Ing. Gramescu A.M.,,,RS1
45.273289,27.975868,C.A. Rosetti,13,Brăila,Brăila,1915,D+P+E+M,7,823.6,2000,Dr. Ing. Gramescu A.M.,,,RS1
45.2709099,27.96947,Petru Maior,19,Brăila,Brăila,1860,S+P+E,11,876,2000,Ing. Cruceanu Dan,,,RS1
45.2710931,27.969459,Petru Maior,21,Brăila,Brăila,1865,S+P+E+M,4,472,2000,Dr. Ing. Gramescu A.M.,,,RS1
45.27502,27.9714169,Marasesti,25,Brăila,Brăila,1868,S+D+P,2,609.64,2000,Dr. Ing. Gramescu A.M.,,,RS1
