Lat,Lng,Address,Street Number,Locality,County,Year Built,Height Regime,Apartment Count,Surface,Examination Year,Certified Expert,Has Warning Panels,Observations,Risk Category
44.64019372,22.65123258,Aleea Narciselor,3(bloc D4),Drobeta Turnu-Severin,Mehedinți,1965,P+4E,60,4930,2001,Tudor Dan,NU,,RS2
44.6401359,22.6495814,Strada Crișan,60(bloc D1),Drobeta Turnu-Severin,Mehedinți,1965,P+4E,60,4930,2001,Tudor Dan,NU,,RS2
44.64001587,22.65076427,Aleea Narciselor,3(bloc D3),Drobeta Turnu-Severin,Mehedinți,1966,P+4E,60,4930,2000,Tudor Dan,NU,,RS2
44.63985437,22.65033044,Aleea Narciselor,3(bloc D2),Drobeta Turnu-Severin,Mehedinți,1966,P+4E,60,4930,2000,Tudor Dan,NU,,RS2
44.6401359,22.6495814,Strada Crișan,60(bloc A0),Drobeta Turnu-Severin,Mehedinți,1964,P+4E,84,6165,1997,Tudor Dan,NU,,U1
44.63821908,22.649019,Aleea Castanilor,3(bloc A1),Drobeta Turnu-Severin,Mehedinți,1964,P+4E,84,6165,1997,Vacaru Victor,NU,,U1
44.63818855,22.64872932,Aleea Castanilor,3(bloc A2),Drobeta Turnu-Severin,Mehedinți,1964,P+4E,84,6165,1997,Vacaru Victor,NU,,U1
44.63813511,22.64845037,Aleea Castanilor,3(bloc A3),Drobeta Turnu-Severin,Mehedinți,1966,P+4E,84,6165,1997,Vacaru Victor,NU,,U1
44.63814274,22.64801585,Aleea Castanilor,3(bloc A4),Drobeta Turnu-Severin,Mehedinți,1965,P+4E,84,6165,1997,Vacaru Victor,NU,,U1
44.6390861,22.6557225,Aleea Privighetorilor,2(bloc T4),Drobeta Turnu-Severin,Mehedinți,1974,P+4E,80,4217,1997,Vacaru Victor,NU,,U1
44.6409681,22.6577427,W. Maracineanu,7(bloc T5),Drobeta Turnu-Severin,Mehedinți,1973,P+4E,80,4217,1997,Vacaru Victor,NU,,U1
44.6406053,22.6578418,W. Maracineanu,5(bloc T6),Drobeta Turnu-Severin,Mehedinți,1973,P+4E,80,4217,1997,Vacaru Victor,NU,,U1
44.6402204,22.657865,W. Maracineanu,3(bloc T7),Drobeta Turnu-Severin,Mehedinți,1973,P+4E,80,4217,1997,Vacaru Victor,NU,,U1
44.6407586,22.6544711,Aleea Privighetorilor,7(bloc J2),Drobeta Turnu-Severin,Mehedinți,1972,P+4E,60,3200,1997,Vacaru Victor,NU,,U1
44.73425164,22.404752,Portile de Fier,1,Orșova,Mehedinți,1970,P+4E,80,6914.15,1977,S.C. Tora S.R.L,NU,,RS2
44.7307213,22.4011201,Crizantemelor,7,Orșova,Mehedinți,1970,P+4E,60,5185.62,1977,S.C. Tora S.R.L,NU,,RS2
44.719727,22.398322,B-dul 1 Decembrie 1918,26,Orșova,Mehedinți,1968,P+4E,120,4762.22,2001,S.C. Pronixrom S.R.L,NU,,RS2
44.7286,22.37741,Ghioceilor,13,Orșova,Mehedinți,1972,P,1,105,2001,S.C. Locuinte Con Proiect S.R.L,NU,,RS1
44.723161,22.3945599,Decebal,16,Orșova,Mehedinți,1970,P,1,340,2001,S.C. Locuinte Con Proiect S.R.L,NU,,RS2
44.7294001,22.3787417,Poiana Stelei,8,Orșova,Mehedinți,1970,P,1,102,2001,S.C. Locuinte Con Proiect S.R.L,NU,,RS2
44.729914,22.379881,Poiana Stelei,15,Orșova,Mehedinți,1970,P,1,78,2001,S.C. Locuinte Con Proiect S.R.L,NU,,RS2
44.72918001,22.38103415,Poiana Stelei,31,Orșova,Mehedinți,1970,P,1,72,2000,S.C. Locuinte Con Proiect S.R.L,NU,,RS2
44.72912913,22.38112903,Poiana Stelei,33,Orșova,Mehedinți,1970,P,1,48,2000,S.C. Locuinte Con Proiect S.R.L,NU,,RS2
44.7262677,22.3880264,Eroilor,39,Orșova,Mehedinți,1970,P,1,138,2001,S.C. Locuinte Con Proiect S.R.L,NU,,RS2
44.7174047,22.3961276,Traian,27,Orșova,Mehedinți,1970,S+P,1,288,2001,S.C. Locuinte Con Proiect S.R.L,NU,,RS2
44.717826,22.395517,Traian,16,Orșova,Mehedinți,1970,P,1,144,2000,S.C. Locuinte Con Proiect S.R.L,NU,,RS2
44.7179567,22.395376,Traian,14,Orșova,Mehedinți,1970,P,1,110,2000,S.C. Locuinte Con Proiect S.R.L,NU,,RS2
44.7286258,22.3773798,Ghioceilor,31,Orșova,Mehedinți,1970,P,1,70,2000,S.C. Locuinte Con Proiect S.R.L,NU,,RS2
