Lat,Lng,Address,Street Number,Locality,County,Year Built,Height Regime,Apartment Count,Surface,Examination Year,Certified Expert,Has Warning Panels,Observations,Risk Category
47.1539002,27.5802418,Soseaua Nationala,"184, bl.A1",Iasi,Iasi,1964,P+4E,90,6672,1993,M.V.Molocea,X,,U1
47.1548322,27.5786375,Soseaua Nationala,"182, bl.A2",Iasi,Iasi,1964,P+4E,90,6672,1993,M.V.Molocea,X,,U1
47.1529913,27.5818366,Soseaua Nationala,"186, bl.C1",Iasi,Iasi,1963,P+4E,40,2675,1993,M.V.Molocea,X,,U1
47.152913,27.582038,Soseaua Nationala,"188, bl.C2",Iasi,Iasi,1963,P+4E,40,2675,1993,M.V.Molocea,X,,U1
47.152401,27.583057,Soseaua Nationala,"190, bl.C3",Iasi,Iasi,1963,P+4E,40,2675,1993,M.V.Molocea,X,,U1
47.152221,27.583591,Soseaua Nationala,"192, bl.C4",Iasi,Iasi,1963,P+4E,40,2675,1993,M.V.Molocea,X,,U1
47.1557734,27.5770765,Soseaua Nationala,"180, bl.A3",Iasi,Iasi,1965,P+4E,90,6672,1993,M.V.Molocea,X,,U1
47.1520472,27.5939861,Splai Bahlui,"20, bl.B15",Iasi,Iasi,1963,P+4E,20,1420,1993,M.V.Molocea,X,,U1
47.1516339,27.5921784,Splai Bahlui,"8, bl.89",Iasi,Iasi,1962,P+4E,20,1420,1993,M.V.Molocea,X,,U1
47.1487432,27.5811773,Bulevardul Nicolae lorga,"45, bl.P6",Iasi,Iasi,1963,P+4E,80,5350,1993,M.V.Molocea,X,,U1
47.148115,27.5827933,Bulevardul Nicolae lorga,"47, bl.E1",Iasi,Iasi,1964,P+4E,30,2451,1993,M.V.Molocea,X,,U1
47.1460631,27.5858784,Bulevardul Nicolae lorga,"49, bl.G1",Iasi,Iasi,1964,P+4E,60,4902,1993,M.V.Molocea,X,,U1
47.14713,27.5855669,Bulevardul Nicolae lorga,"51, bl.G2",Iasi,Iasi,1964,P+4E,60,4902,1993,M.V.Molocea,X,,U1
47.1465704,27.5866706,Bulevardul Nicolae lorga,"53, bl.E2",Iasi,Iasi,1964,P+4E,30,2451,1993,M.V.Molocea,X,,U1
47.146485,27.58752,Bulevardul Nicolae lorga,"55, bl.E3",Iasi,Iasi,1964,P+4E,30,2451,1993,M.V.Molocea,X,,U1
47.1462983,27.5888989,Bulevardul Nicolae lorga,"57, bl.E4",Iasi,Iasi,1964,P+4E,30,2451,1993,M.V.Molocea,X,,U1
47.146362,27.589368,Bulevardul Nicolae lorga,"59, bl.E5",Iasi,Iasi,1964,P+4E,30,2451,1993,M.V.Molocea,X,,U1
47.14699,27.590947,Bulevardul Nicolae lorga,"61, bl.F1",Iasi,Iasi,1964,P+4E,45,2451,1993,M.V.Molocea,X,,U1
47.155465,27.622576,Str. Ciurchi,"127, bl.E1",Iasi,Iasi,1966,P+4E,60,4449,1993,Victor Mihalache,X,,U1
47.1548561,27.62037,Str. Ciurchi,"123, bl.E3",Iasi,Iasi,1966,P+4E,60,4449,1993,Victor Mihalache,X,,U1
47.1553873,27.62133,Str. Ciurchi,"125, bl.E2",Iasi,Iasi,1966,P+4E,60,4449,1993,Victor Mihalache,X,,U1
47.158486,27.614841,Str. Vasile Lupu,"92, bl.D7",Iasi,Iasi,1966,P+4E,50,3886,1993,Victor Mihalache,X,,U1
