Lat,Lng,Address,Street Number,Locality,County,Year Built,Height Regime,Apartment Count,Surface,Examination Year,Certified Expert,Has Warning Panels,Observations,Risk Category
46.5361207,26.9154447,AVIATORI,7,Bacau,Bacau,1953,P+2,12,80,1993,GRAPA CONSTANTIN,,,U2
46.5661191,26.9055723,CAISILOR,5,Bacau,Bacau,1953,P+1,4,290,1993,GRAPA CONSTANTIN,,,U2
46.549304,26.913169,CASTANILOR,1,Bacau,Bacau,1970,P+10,88,3567.3,1993,GRAPA CONSTANTIN,,,U2
46.564391,26.9100619,RAZBOIENI,23,Bacau,Bacau,1953,P+1,4,318,1993,GRAPA CONSTANTIN,,,U1
46.5504946,26.9120648,CASTANILOR,6,Bacau,Bacau,1969,P+4,80,5585.5,1993,GRAPA CONSTANTIN,,,U2
46.5491421,26.9124503,CASTANILOR,7,Bacau,Bacau,1969,P+4,120,5927.3,1993,GRAPA CONSTANTIN,,,U2
46.5514102,26.9126044,FRASINULUI,1,Bacau,Bacau,1957,P+1,16,645.2,1993,GRAPA CONSTANTIN,,,U2
46.5519175,26.908686,GAROFITEI,1A,Bacau,Bacau,1979,P+4,20,2007,1993,GRAPA CONSTANTIN,,,U2
46.5662728,26.9009204,MIHAI EMINESCU,7b,Bacau,Bacau,1965,P+4,15,932,1993,GRAPA CONSTANTIN,,,U1
46.56212,26.912754,MARASESTI,11,Bacau,Bacau,1961,P+4,48,2941,1993,GRAPA CONSTANTIN,DA,,RS1
46.567044,26.911727,N. BALCESCU,12,Bacau,Bacau,1980,P+M+8,244,3787.6,1993,GRAPA CONSTANTIN,,,U2
46.5671256,26.9213392,NUFARULUI,42,Bacau,Bacau,1969,P+10,80,,1993,GRAPA CONSTANTIN,,,U1
46.5607831,26.910362,ALEEA PARCULUI,1,Bacau,Bacau,1959,P+2+M,30,1202.8,1993,GRAPA CONSTANTIN,,,U1
46.561559,26.910763,RAZBOIENI,42,Bacau,Bacau,1925,P+1,2,376.2,1993,GRAPA CONSTANTIN,,,U2
46.560468,26.9107266,RAZBOIENI,50,Bacau,Bacau,1958,P+2,18,1297.2,1993,GRAPA CONSTANTIN,,,U1
46.5758027,26.9153257,STEFAN CEL MARE,7A,Bacau,Bacau,1983,P+4,20,1863.73,1993,GRAPA CONSTANTIN,,,U2
46.5414211,26.9158471,BUCEGI,121,Bacau,Bacau,1968,P+10,88,5090.2,1993,GRAPA CONSTANTIN,,,U2
46.5470607,26.91344,MARASESTI,116,Bacau,Bacau,1979,P+10,80,1014.6,1993,GRAPA CONSTANTIN,,,U2
