risk_category,consolidation_status,lat,lng,address,street_number,height_regime,locality,county,year_built,apartment_count,surface,,examination_year,certified_expert,observations
RS1,NO,44.451579,26.072949,Strada PETRU RARES,32,S+P+3E,Sector 1,București,1930,,,,1993,Mircea PERJESCU,
U2,NO,44.443629,26.094228,Strada PIAŢA AMZEI,7÷9,S+P+7E,Sector 1,București,1958,90,11718,11718,1997,Armand NEFIAN,
U2,NO,44.442923,26.100828,Strada PITAR MOŞ,19,S+P+2E,Sector 1,București,1936,10,980,980,2011,Constantin PAVEL,Încadrare în clasă de risc seismic în anul 2011
U1,NO,44.443857,26.100815,Strada PITAR MOŞ,27,P+6E+Ma,Sector 1,București,1936,26,2722,2722,1997,Dan CAPATINA,
U1,NO,44.444147,26.100756,Strada PITAR MOŞ,29,P+6E+Ma,Sector 1,București,1936,59,4639,4639,1997,Dan CAPATINA,
C,YES_PUBLIC,44.436187,26.11597,Strada PLANTELOR,20,Ds+P+1E+Ma,Sector 2,București,1922,4,507,507,1993,Niculaie TUDOSE,"AC nr.499/64""P""/2005; PVRFL nr.02/2007; PVRTL nr.92883/7981/2008"
RS2,NO,44.436336,26.116186,Strada PLANTELOR,23,S+P+2E+Ma,Sector 2,București,1936,,,,1993,Traian POPP,
U1,NO,44.436003,26.115323,Strada PLANTELOR,45 (corp A),S+P+1E+Ma,Sector 2,București,1895,3,467,467,1993,Mihai URSACHESCU,
C,YES_PUBLIC,44.4370768,26.1193567,Strada PLANTELOR,45 (corp B),S+P+1E+Ma,Sector 2,București,1895,3,147,147,1993,Mihai URSĂCHESCU,PVRTL nr.75010/6409/2005
U1,NO,44.437093,26.119605,Strada PLANTELOR,47,S+P+1E+Ma,Sector 2,București,1926,5,749,749,1997,Nicolae CONSTANTINESCU,
RS1,NO,44.437653,26.120852,Strada PLANTELOR,60,S+P+2E+Ma,Sector 2,București,1930,,,,1993,Dan POPESCU,
RS2,NO,44.437913,26.12141,Strada PLANTELOR,70,S+P+2E+Ma,Sector 2,București,1935,,,,1993,Dan POPESCU,
RS3,NO,44.438028,26.121811,Strada PLANTELOR,74,S+P+1E+Ma,Sector 2,București,1926,,,,1993,Niculaie TUDOSE,
RS1,NO,44.438147,26.122242,Strada PLANTELOR,78,S+P+2E+Ma,Sector 2,București,1933,,,,1993,Dan POPESCU,
RS3,NO,44.438206,26.122458,Strada PLANTELOR,80,S+P+1E+Ma,Sector 2,București,1935,,,,1993,Adina SIMION,
C,YES_PUBLIC,44.413027,26.116545,Strada PLUGARILOR,46 (corp A+B),S+P+2E,Sector 4,București,1918,1,258,258,1993,Alexandru BRANZEI,AC nr.412/63260/2008; PVRTL nr.218/2009
U1,NO,44.428155,26.096521,Strada POENARU BORDEA,12÷14,P+7E,Sector 4,București,1937,24,2813,2813,1994,Alexandrina PRETORIAN,
U1,NO,44.428013,26.097097,Strada POENARU BORDEA,16,S+P+7E,Sector 4,București,1936,30,33,33,1996,Constantin TARHON,
RS2,NO,44.428665,26.095627,Strada POENARU BORDEA,4,S+P+6E,Sector 4,București,1935,,,,1993,Cristian BALAN,
RS2,NO,44.428525,26.095829,Strada POENARU BORDEA,6,S+P+7E,Sector 4,București,1933,,,,1993,Traian POPP,
RS1,NO,44.428293,26.095812,Strada POENARU BORDEA,8÷10,S+P+8E,Sector 4,București,1961,,233,233,1996,Nicolae ALEMAN,
RS2,NO,44.423166,26.092613,Strada POIANA FLORILOR,27,S+P+4E+Ma,Sector 4,București,1939,,,,1995,Mihai URSACHESCU,
RS2,NO,44.438716,26.093222,Strada POIANA NARCISELOR,10,S+P+3E+Ma,Sector 2,București,1938,,,,1993,Leonid NEAGOE,
U1,NO,44.439311,26.092263,Strada POIANA NARCISELOR,5,P+6E+Ma,Sector 1,București,1929,22,2914,2914,1995,Alexandrina PRETORIAN,
U1,NO,44.439273,26.092613,Strada POIANA NARCISELOR,7,S+P+4E,Sector 1,București,1902,17,212,212,1994,Victor NEDRITA,
RS3,NO,44.439105,26.092537,Strada POIANA NARCISELOR,8,S+P+9E,Sector 2,București,1960,56,,,1996,Constantin TARHON,
RS3,NO,44.4483814,26.1030998,Strada POLONA,23 (corp A),S+P+4E,Sector 1,București,1932,11,999,999,1993,Radu DIAMANDOPOL,
RS3,NO,44.4460033,26.1032845,Strada POLONA,23C,S+P+3E,Sector 1,București,1940,,,,1994,Radu AGENT,
C,YES_PUBLIC,44.447954,26.103208,Strada POLONA,24÷26,S+P+3E+Ma,Sector 1,București,1927,5,158,158,2006,Zefir APOSTOL,AC nr.77/1201997/2014 PVRTL nr.1/2016
N/A,NO,44.448854,26.102982,Strada POLONA,40,P,Sector 1,București,,,,,1993,Mircea NEICU,
U2,NO,44.448972,26.102953,Strada POLONĂ,42,Ds+P+2E+Pod,Sector 1,București,1930,6,474,474,2011,Armand NEFIAN,Încadrare în clasă de risc seismic în anul 2011
U2,NO,44.448302,26.102936,Strada POLONĂ,47,S+P+1E,Sector 1,București,1935,4,238,238,1993,Armand NEFIAN,
U1,NO,44.450502,26.102133,Strada POLONA,70,S+P+2E+Ma,Sector 1,București,1935,9,182,182,1993,Armand NEFIAN,
U2,NO,44.450025,26.102409,Strada POLONĂ,75,S+P+2E,Sector 1,București,1939,3,470,470,1993,Armand NEFIAN,
RS2,NO,44.451811,26.101297,Strada POLONA,90,S+P+2E+Ma,Sector 1,București,1932,,,,1993,Armand NEFIAN,
U2,NO,44.435177,26.088279,Strada POMPILIU ELIADE,4,S+P+6E,Sector 1,București,1958,14,14,14,2002,Rodica VASILESCU,
RS3,NO,44.464698,26.095392,Strada POPA MARIN,3,S+Ds+P+3E,Sector 1,București,1936,4,,,1993,Eugeniu IORDACHESCU,
RS1,NO,44.438113,26.123384,Strada POPA NAN,11,S+P+3E,Sector 2,București,1935,,,,1993,Traian POPP,
RS3,NO,44.4311929,26.126104,Strada POPA NAN,115B (corp A+B),S+P+1E+Ma S+P,Sector 3,București,1925,,218,218,1993,Adina SIMION,
U3,NO,44.42961,26.126377,Strada POPA NAN,137A,S+P+3E+Pod,Sector 3,București,1933,8,681,681,1997,Ion POPA,
U2,NO,44.431727,26.125899,Strada POPA NAN,19,S+P+2E+Ma,Sector 3,București,1935,11,933,933,1997,Silvia CARAMAN,
RS3,NO,44.438861,26.122776,Strada POPA NAN,2,S+P+3E,Sector 2,București,1939,,,,1993,Ion VARSA,
RS3,NO,44.435722,26.125151,Strada POPA NAN,49,S+P+2E,Sector 2,București,1938,,,,1993,Niculaie TUDOSE,
RS1,NO,44.435524,26.125146,Strada POPA NAN,60,S+P,Sector 2,București,1896,,,,1993,Niculaie TUDOSE,
RS3,NO,44.434235,26.125348,Strada POPA NAN,68,S+P+2E,Sector 2,București,1929,,,,1993,Niculaie TUDOSE,
U2,NO,44.433548,26.125476,Strada POPA NAN,76,S+P+3E,Sector 2,București,1940,9,755,755,1996,Maria GABOR,
RS2,NO,44.432862,26.125651,Strada POPA NAN,88,S+P+1E+Ma,Sector 2,București,1933,,,,1993,Dan POPESCU,
U3,NO,44.441331,26.114436,Strada POPA PETRE,14,S+P+3E,Sector 2,București,1930,14,123,123,1996,Eugeniu IORDACHESCU,
RS3,NO,44.441581,26.113892,Strada POPA PETRE,15,S+P+2E+Ma,Sector 2,București,1932,,,,1993,Anatolie CAZACLIU,
RS1,NO,44.441096,26.115278,Strada POPA PETRE,28,S+P+4E,Sector 2,București,1924,,,,1993,Elena DRAGOMIRESCU,
U2,NO,44.441101,26.115696,Strada POPA PETRE,37 (corp A+B),S+P+2E+Ma,Sector 2,București,1924,7,616,616,1993,Adina SIMION,
RS3,NO,44.440646,26.116734,Strada POPA PETRE,42,S+P+4E,Sector 2,București,1928,,,,1996,Grigore ARSENIE,
RS2,NO,44.438812,26.109877,Strada POPA RUSU,12,S+P+1E,Sector 2,București,1890,,,,1993,Ion LUNGU,
RS1,NO,44.439491,26.110866,Strada POPA RUSU,17,S+P+1E,Sector 2,București,1925,,,,1993,Constantin DALBAN,
RS3,NO,44.440278,26.111001,Strada POPA RUSU,23,S+P+1E+Ma,Sector 2,București,1930,11,672,672,1993,Anatolie CAZACLIU,
RS3,NO,44.438775,26.109667,Strada POPA RUSU,9 (corp A+B+C),S+P+3E+Ma,Sector 2,București,1930,,,,1993,Emil COROIU,
RS1,NO,44.434484,26.114426,Strada POPA SOARE,20,S+P+2E,Sector 2,București,1880,,,,1993,Niculaie TUDOSE,
RS2,NO,44.433734,26.112688,Strada POPA SOARE,9,S+P+1E+Ma,Sector 3,București,1890,10,1425,1425,1993,Radu AGENT,
RS2,NO,44.401381,26.085719,Strada POPA STEFAN,9÷11,S+P+2E,Sector 5,București,1934,,,,1993,Radu PETROVICI,
RS1,NO,44.44007,26.086472,Strada POPA TATU,1÷3,S+P+1E+Ma,Sector 1,București,1880,,,,1993,Gheorghe AFANASENCO,
N/A,NO,44.440901,26.085896,Strada POPA TATU,13,S+P+Ma,Sector 1,București,1889,,,,1993,Mircea NEICU,
N/A,NO,44.441253,26.085819,Strada POPA TATU,18,S+P+1E,Sector 1,București,1935,,,,1993,Dan ANASTASIU,
RS3,NO,44.442168,26.085071,Strada POPA TATU,29A,S+P+1E,Sector 1,București,1925,,,,1993,Dan ANASTASIU,
N/A,NO,44.442346,26.084926,Strada POPA TATU,33,S+P+1E,Sector 1,București,1897,,,,1993,Dan ANASTASIU,
RS1,NO,44.442551,26.084734,Strada POPA TATU,37A,S+P+3E,Sector 1,București,1890,,,,1994,Horia DUGAN,
RS3,NO,44.44272,26.08472,Strada POPA TATU,42,S+P+1E,Sector 1,București,1940,,,,1993,Nicolae TEMELCU,
RS2,NO,44.442924,26.084518,Strada POPA TATU,48,S+P+2E+Ma,Sector 1,București,1940,,,,1993,Nicolae TEMELCU,
RS3,NO,44.443095,26.08429,Strada POPA TATU,52 (corp A+B),S+P+1E,Sector 1,București,1940,,,,1993,Nicolae TEMELCU,
RS3,NO,44.444249,26.082998,Strada POPA TATU,70,S+P+2E+Ma,Sector 1,București,1936,,,,1996,Horia DUGAN,
RS3,NO,44.44433,26.082902,Strada POPA TATU,72,S+P+1E,Sector 1,București,1925,,,,1993,Ion LUNGU,
U2,NO,44.444493,26.082709,Strada POPA TATU,76,S+P+5E+Ma,Sector 1,București,1938,12,118,118,1997,Nicolae ALEMAN,
U2,NO,44.444575,26.082612,Strada POPA TATU,78,S+P+5E+Ma,Sector 1,București,1938,14,176,176,1997,Nicolae TOPA,
N/A,NO,44.444682,26.082465,Strada POPA TATU,80,S+P+3E+Ma,Sector 1,București,1940,6,985,985,1993,Radu AGENT,
N/A,NO,44.4447007,26.0818786,Strada POPA TATU,85,S+P+2E,Sector 1,București,1885,,,,2010,Rodica VASILESCU,expertul propune demolarea imobilului
U1,NO,44.469412,26.059164,Strada POPIŞTEANU,10,S+P+1E,Sector 1,București,1938,5,510,510,1993,Nicolae TEMELCU,
N/A,NO,44.4163937,26.1684982,Strada POSTAVARUL,22 (bloc 12),S+P+10E,Sector 3,București,1968,43,2798,2798,1995,Dan CAPATINA,
U2,NO,44.4187721,26.1667325,Strada POSTĂVARUL,"6 (bloc D2, tr.I+II)",S+P+10E+1E tehnic,Sector 3,București,1967,264,9372,9372,2013,Dan POPESCU,Încadrare în clasă de risc seismic în anul 2013 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a construcţiei)
RS3,NO,44.4192195,26.1032931,Strada POTERAS,13,S+P+Ma,Sector 4,București,1901,,,,1993,Dan STANCIULESCU,
RS2,NO,44.419148,26.104227,Strada POTERAS,22,S+P+5E,Sector 4,București,1921,,,,1993,Eugeniu IORDACHESCU,
RS2,NO,44.4192977,26.1053609,Strada POTERAS,26A,S+P+1E+Ma,Sector 4,București,1932,,,,1993,Dan STANCIULESCU,
RS3,NO,44.4197012,26.1024768,Strada POTERAS,3 (corp A+B+C),S+P,Sector 4,București,1910,,,,1993,Dan STANCIULESCU,
U2,NO,44.419432,26.105432,Strada POTERAŞ,35,S+P+3E,Sector 4,București,1938,16,895,895,1997,Armand NEFIAN,
RS3,NO,44.4194746,26.1064003,Strada POTERAS,36 (corp A+C),S+P+Ma; S+P,Sector 4,București,1910,,,,1993,Dan STANCIULESCU,
RS3,NO,44.4195435,26.106124,Strada POTERAS,37,S+P+1E,Sector 4,București,1910,,,,1993,Dan STANCIULESCU,
RS2,NO,44.4195667,26.1062632,Strada POTERAS,39,S+P,Sector 4,București,1916,,,,1993,Dan STANCIULESCU,
RS3,NO,44.4195813,26.1063138,Strada POTERAS,41,S+P+1E,Sector 4,București,1916,,,,1993,Dan STANCIULESCU,
RS3,NO,44.419626,26.10676,Strada POTERAS,45,S+P,Sector 4,București,1916,,,,1993,Dan STANCIULESCU,
U2,NO,44.4500583,26.0939825,"Strada POVERNEI (Sediul “S.N.S.P.A.”, fostul sediu “S.R.I.”)",6÷8 (corp A1+A2),Ds+P+2E+Ma Ds+P+2E+Pod,Sector 4,București,1929,,,,2008,Mircea CRIŞAN,Încadrare în clasă de risc seismic în anul 2008 (casa scării dintre corpurile A1 şi A2 este încadrată în RsI)
RS2,NO,44.449638,26.093479,Strada POVERNEI,10 (corp A+B+C),S+P+2E,Sector 1,București,1922,,,,1993,Gabriel NICULESCU,
RS3,NO,44.449541,26.093939,Strada POVERNEI,7,S+P+3E,Sector 1,București,1932,6,1155,1155,1994,Rodica VASILESCU,
RS2,NO,44.448232,26.118857,Strada PRECUPETII VECHI,44,S+P+1E+Ma,Sector 2,București,1934,,,,1993,Anatolie CAZACLIU,
RS2,NO,44.448362,26.119031,Strada PRECUPETII VECHI,50,S+P+1E+Ma,Sector 2,București,1937,,,,1993,Anatolie CAZACLIU,
U1,NO,44.448528,26.119077,Strada PRECUPETII VECHI,51 (corp B),S+P+1E,Sector 2,București,1900,,,,2016,Zefir APOSTOL,Încadrare în clasă de risc seismic în anul 2016
N/A,NO,44.448485,26.119453,Strada PRECUPETII VECHI,54,S+P+2E,Sector 2,București,1915,,,,1993,Anatolie CAZACLIU,
RS1,NO,44.448931,26.119592,Strada PRECUPETII VECHI,61,S+P+1E,Sector 2,București,1900,,,,1993,Constantin DALBAN,
RS3,NO,44.4229484,26.098818,Strada PRINCIPATELE UNITE,2 (vila A+A'),S+P+1E+Ma; S+P+1E,Sector 4,București,1930,3,573,573,1993,Dan STANCIULESCU,
RS2,NO,44.4234208,26.1019159,Strada PRINCIPATELE UNITE,2 (vila B),S+P+1E,Sector 4,București,1930,2,375,375,1993,Dan STANCIULESCU,
C,YES_PUBLIC,44.4229484,26.098818,Strada PRINCIPATELE UNITE,38÷40,S+P+4E+1Eretras+Ms1+Ms2,Sector 4,București,2008,40,3998,3998,1993,Valentin SEVCENCO,AC nr.332/63645/2008; PVRTL nr.984/2008
N/A,NO,44.422755,26.098365,Strada PRINCIPATELE UNITE,45,S+P+1E; S+P+1E,Sector 4,București,1920,,,,1993,Valentin SEVCENCO,
N/A,NO,44.4228247,26.0985347,Strada PRINCIPATELE UNITE,47C (corp A+B+C),S+P,Sector 4,București,1934,,,,1993,Valentin SEVCENCO,
N/A,NO,44.422822,26.097023,Strada PRINCIPATELE UNITE,56÷58,S+P+1E,Sector 4,București,1900,,,,1993,Valentin SEVCENCO,
RS3,NO,44.42273,26.097053,Strada PRINCIPATELE UNITE,59,S+P; S+P+1E,Sector 4,București,1925,,,,1993,Valentin SEVCENCO,
N/A,NO,44.422741,26.096855,Strada PRINCIPATELE UNITE,61,S+P,Sector 4,București,1935,,,,1993,Valentin SEVCENCO,
RS3,NO,44.422958,26.0963891,Strada PRINCIPATELE UNITE,64 (corp C+D),S+P; S+P+1E; S+P,Sector 4,București,1910,,,,1993,Valentin SEVCENCO,
RS3,NO,44.422881,26.095144,Strada PRINCIPATELE UNITE,70,S+P+1E,Sector 4,București,1890,,,,1993,Valentin SEVCENCO,
RS1,NO,44.422791,26.095871,Strada PRINCIPATELE UNITE,71,S+P+1E; S+P,Sector 4,București,1890,,,,1993,Valentin SEVCENCO,
U2,NO,44.418926,26.169511,Strada PRISACA DORNEI,6 (bloc D5),S+P+10E+1E tehnic,Sector 3,București,1967,264,13446,13446,2013,Dan POPESCU,Încadrare în clasă de risc seismic în anul 2013 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a construcţiei)
C,YES_PUBLIC,44.424277,26.100611,Strada PROFESORILOR,10,S+P+Ma,Sector 4,București,1940,,,,1993,Adina SIMION,AC nr.1082/66002/2007 PVRTL nr.362/2009
RS2,NO,44.42468,26.100462,Strada PROFESORILOR,4,S+P+1E+Ma,Sector 4,București,1940,,,,1993,Adina SIMION,
RS2,NO,44.424418,26.100563,Strada PROFESORILOR,8,S+P+1E+Ma,Sector 4,București,1940,,,,1993,Adina SIMION,
RS3,NO,44.424741,26.066675,Strada PROGRESULUI,16,S+P+1E,Sector 1,București,1910,,,,1993,Gabriel NICULESCU,
RS2,NO,44.448325,26.005432,Strada PROGRESULUI,3,S+P+2E+Ma,Sector 1,București,1890,,,,1993,Gabriel NICULESCU,
RS2,NO,44.411421,26.08332,Strada PROGRESULUI,4,S+P+3E+Ma,Sector 1,București,1930,,,,1993,Eugeniu IORDACHESCU,
RS3,NO,44.46141,26.058935,Strada PUSCASULUI,18,S+P+Ma,Sector 1,București,1915,,,,1993,Dan ANASTASIU,
RS2,NO,44.463034,26.095177,Strada RADU BELLER,25,S+P+4E,Sector 1,București,1946,,833,833,1993,Gabriel NICULESCU,
RS1,NO,44.432943,26.107459,Strada RADU CALOMFIRESCU,1,S+P+1E,Sector 3,București,1895,,,,1993,Vasile BOGDAN,
U1,NO,44.432314,26.107746,Strada RADU CALOMFIRESCU,10,S+P+1E+Ma,Sector 3,București,1890,11,947,947,1993,Laurenţiu SPOIALA,
RS1,NO,44.432075,26.108265,Strada RADU CALOMFIRESCU,11,S+P+1E,Sector 3,București,1867,,,,1993,Mihai COICULESCU,
U1,NO,44.432066,26.108093,Strada RADU CALOMFIRESCU,12,S+P+Ma,Sector 3,București,1890,240,1944,1944,1993,Laurenţiu SPOAILA,
C,YES_PUBLIC,44.43202,26.1084394,Strada RADU CALOMFIRESCU,13,S+P+1E,Sector 3,București,1891,5,823,823,1993,Laurenţiu SPOIALĂ,PVRTL nr.1/2004
RS1,NO,44.432756,26.107427,Strada RADU CALOMFIRESCU,3,S+P+2E+Ma,Sector 3,București,1923,,,,1993,Rodica ANGELESCU,
U1,NO,44.432438,26.107767,Strada RADU CALOMFIRESCU,7,S+P+3E,Sector 3,București,1933,8,168,168,1995,Armand NEFIAN,
U1,NO,44.435272,26.107255,Strada RADU CRISTIAN,2,S+P+1E+Ma,Sector 2,București,1900,5,950,950,1993,Mircea CONDRUT,
U1,NO,44.435622,26.106939,Strada RADU CRISTIAN,3,Ds+P+2E,Sector 2,București,1899,5,18,18,1993,Mircea CONDRUT,
U1,NO,44.435508,26.107128,Strada RADU CRISTIAN,4,S+P+2E+Ma,Sector 2,București,1930,10,1247,1247,1993,Mircea CONDRUT,
U1,NO,44.4499975,26.1153035,Strada RADU DE LA AFUMAŢI,27,S+P+1E+Ma,Sector 2,București,1910,6,610,610,1993,Dan STANCIULESCU,
U1,NO,44.4507552,26.1171318,Strada RADU DE LA AFUMAŢI,53 (corp A+B+C+D),S+P+2E; S+P+1,Sector 2,București,1915,5,204,204,1993,Dan STANCIULESCU,
RS3,NO,44.437922,26.111834,Strada RAFAEL,2,S+P+3E,Sector 2,București,1920,,,,1993,Adina SIMION,
N/A,NO,44.452062,26.147534,Strada RASNOV,3,S+P+4E,Sector 2,București,1970,,,,1993,Adina SIMION,
RS3,NO,44.449951,26.108259,Strada RASPANTIILOR,29,S+P+2E,Sector 2,București,1934,,,,1993,Niculaie TUDOSE,
RS3,NO,44.430894,26.095982,Strada RAUREANU,5,S+P+3E+Ma,Sector 5,București,1927,,539,539,1995,Iorgu NICULA,
N/A,NO,44.378634,26.098539,Strada RESITA,1 (bloc 8),S+P+10E,Sector 4,București,1970,,,,1993,Constantin LAVRIC,
N/A,NO,44.46259415,26.12908511,Strada RIPICENI,6 (bloc 9),S+P+10E,Sector 2,București,1973,,,,1993,Constantin CIOVEIE,
N/A,NO,44.462693,26.128944,Strada RIPICENI,6 (corp A),S+P+10E,Sector 2,București,1975,110,,,1993,Adina SIMION,
N/A,NO,44.46276057,26.12879926,Strada RIPICENI,6 (corp B),S+P+10E,Sector 2,București,1974,,,,1993,Adina SIMION,
RS2,NO,44.461574,26.130255,Strada RIPICENI,2,S+P+10E,Sector 2,București,1976,,,,1993,Gabriel NICULESCU,
RS1,NO,44.408764,26.089522,Strada RITORIDE,14,S+P+1E+Pod,Sector 5,București,1929,,,,1993,Alexandru NEAGU,
RS3,NO,44.432467,26.074691,Strada ROBERT KOCH,8,S+P+1E,Sector 5,București,1938,,,,1993,Gabriel TOMESCU,
N/A,NO,44.455684,26.094101,Strada ROMA,21,S+P+2E,Sector 1,București,1930,,,,1996,Eugeniu IORDACHESCU,
RS2,NO,44.457222,26.09399,Strada ROMA,41,S+P+1E+Ma,Sector 1,București,1927,3,549,549,1995,Valentin SEVCENCO,
U2,NO,44.453934,26.094619,Strada ROMA,8,S+P+2E,Sector 1,București,1923,3,660,660,1997,Dragoş BADEA,
RS1,NO,44.434022,26.114072,Strada ROMULUS,16,S+P+3E+Ma,Sector 2,București,1930,,,,1993,Dan POPESCU,
RS3,NO,44.434833,26.112787,Strada ROMULUS,2,S+P+2E+Ma,Sector 2,București,1932,,,,1993,Aurel COMANESCU,
U1,NO,44.43305,26.114705,Strada ROMULUS,28 (corp A),S+P+3E+Ma,Sector 3,București,1930,8,801,801,1993,Adina SIMION,
U3,NO,44.43305,26.114705,Strada ROMULUS,28 (corp B),P,Sector 3,București,1930,,,,1993,Adina SIMION,
RS3,NO,44.434651,26.113233,Strada ROMULUS,6,S+P+2E,Sector 2,București,1942,,,,1993,Ion VARSA,
U2,NO,44.428851,26.115355,Strada ROMULUS,64 (corp A+B),S+P+1E; S+P+1E,Sector 3,București,1890,4,909,909,1993,Adina SIMION,
RS3,NO,44.428651,26.115529,Strada ROMULUS,79,S+P+1E,Sector 3,București,1935,,,,1993,Adina SIMION,
RS2,NO,44.428356,26.115585,Strada ROMULUS,83÷85,S+P+2E,Sector 3,București,1900,,,,1993,Adina SIMION,
U1,NO,44.436802,26.125636,Strada RONDĂ,10,S+P+2E+Ma,Sector 2,București,1900,3,597,597,1997,Marin TEODOR,
RS1,NO,44.43674,26.125756,Strada RONDA,24,S+P+2E+Ma,Sector 2,București,1930,,,,1993,Adina SIMION,
RS2,NO,44.463503,26.058647,Strada ROTASULUI,4 (corp A+B+C),S+P+1E; S+P,Sector 1,București,1930,,,,1993,Dan POPESCU,
RS2,NO,44.441645,26.119201,Strada RUMEOARA,25,S+P+2E,Sector 2,București,1930,,,,1993,Dan POPESCU,
RS1,NO,44.441505,26.119326,Strada RUMEOARA,29,S+P+1E+Ma,Sector 2,București,1908,,,,1993,Dan GEORGESCU,
RS3,NO,44.441408,26.118952,Strada RUMEOARA,30,S+P+2E+Ma,Sector 2,București,1936,,,,1993,Eugen ANTONESCU,
RS1,NO,44.441464,26.119806,Strada RUMEOARA,35,S+P+3E+Ma,Sector 2,București,1925,,,,1993,Dan POPESCU,
RS3,NO,44.459136,26.038794,Strada RUSETU,10 (bloc 16),S+P+4E,Sector 6,București,1961,,,,1993,Mircea NEICU,
U1,NO,44.422695,26.077418,Strada SABINELOR,90 (corp A+B+C),S+P+1E; S+P; S+P,Sector 5,București,1900,8,515,515,1993,Dan STANCIULESCU,
RS3,NO,44.442515,26.135318,Strada SACHELARIE VISARION,8,S+P+10E,Sector 2,București,1975,,,,1994,Mircea NEICU,
RS1,NO,44.437325,26.108406,Strada SAGETII,1 (corp A+B),S+P+2E+Ma; S+P,Sector 2,București,1905,,,,1993,Liliana BALTATEANU,
RS2,NO,44.437587,26.108783,Strada SAGETII,5,S+P+1E+Ma,Sector 2,București,1900,,,,1993,Adina SIMION,
RS3,NO,44.437872,26.109179,Strada SAGETII,9,S+P+3E,Sector 2,București,1931,,,,1993,Leonid NEAGOE,
C,YES_PUBLIC,44.4436545,26.1131091,Strada SALCÂMILOR,12,S+P+4E+Ma,Sector 2,București,1936,10,2396,2396,1993,Mihai URSACHESCU,AC nr.208/19S/2004
RS1,NO,44.443875,26.11303,Strada SALCAMILOR,7,S+P+1E+Ma,Sector 2,București,1901,,,,1993,Stelian PICULESCU,
U1,NO,,,Strada SAPIENŢEI,1,S+P+5E,Sector 5,București,1930,15,2189,2189,1995,Alexandrina PRETORIAN,
U1,NO,,,Strada SAPIENŢEI,1 (corp A),S+P+3E,Sector 5,București,1936,5,600,600,1993,Dan STANCIULESCU; Alexandrina PRETORIAN,
RS2,NO,44.431289,26.093967,Strada SAPIENTEI,2 (corp A),S+Ds+P+3E,Sector 5,București,1927,,,,1993,Cristian ENESCU,
C,YES_PUBLIC,44.431237,26.093671,Strada SAPIENTEI,3 (corp A),S+P+3E+Ma,Sector 5,București,1920,,,,1994,Emil COROIU,AC nr212-S/2007 PVRTL din 30.08.2011
RS2,NO,44.431415,26.092676,Strada SAPIENTEI,6,S+P+3E+Ma,Sector 5,București,1921,,,,1995,Armand NEFIAN,
RS3,NO,44.433551,26.105088,Strada SARMISEGETUZA,3,S+P+1E+Ma,Sector 3,București,1878,,,,1993,Mircea MIRONESCU,
RS3,NO,44.433552,26.105081,Strada SARMISEGETUZA,6,S+P+1E+Ma,Sector 3,București,1883,,,,1993,Mircea MIRONESCU,
RS3,NO,44.433537,26.104964,Strada SARMISEGETUZA,8,S+P+2E+Ma,Sector 3,București,1910,,,,1993,Mircea MIRONESCU,
RS3,NO,44.404695,26.094285,Strada SCARLAT OTULESCU,4,S+P+4E,Sector 5,București,1960,20,1194,1194,1995,Adina SIMION,
U1,NO,44.450642,26.058165,Strada SCARLAT VÂRNAV,33,P+1E,Sector 6,București,1927,4,291,291,2010,Mircea IEREMIA,
RS1,NO,44.453793,26.078441,Strada SCARLATESCU,26,S+P,Sector 1,București,1920,,,,1993,Mircea PERJESCU,
U2,NO,44.436964,26.088404,Strada SCHITU DARVARI,14A,S+P+2E+Ma,Sector 2,București,1935,2,533,533,1997,Nicolae CONSTANTINESCU,
U2,NO,44.430395,26.100785,Strada ŞELARI,13,S+P+2E,Sector 3,București,1910,,1106,1106,2016,Andrei Dragoş MARCU,Încadrare în clasă de risc seismic în anul 2016
RS1,NO,44.430362,26.100617,Strada SELARI,15,S+P+2E,Sector 3,București,1910,,,,1993,Mihai URSACHESCU,
RS1,NO,44.43018,26.100697,Strada SELARI,17,S+P+2E,Sector 3,București,1890,,,,1993,Mihai URSACHESCU,
RS1,NO,44.430776,26.100577,Strada SELARI,18,S+P+2E,Sector 3,București,1930,,,,1993,Mihai URSACHESCU,
RS1,NO,44.430649,26.100586,Strada SELARI,20,S+P+2E+Ma,Sector 3,București,1896,,,,1993,Mihai URSACHESCU,
U1,NO,44.430694,26.100555,Strada ŞELARI,22,S+P+3E+Ma,Sector 3,București,1900,16,1173,1173,2012,Mihai URSACHESCU,Încadrare în clasă de risc seismic în anul 2012
RS1,NO,44.430605,26.100539,Strada SELARI,24,S+P+2E,Sector 3,București,1890,,,,1993,Mihai URSACHESCU,
RS2,NO,44.445102,26.085628,Strada SEMICERCULUI,1,S+P+4E+Ma,Sector 1,București,1919,18,2723,2723,1995,Nicolae ALEMAN,
RS3,NO,44.444928,26.086098,Strada SEMICERCULUI,2,S+P+2E+Ma,Sector 1,București,1891,,,,1993,Mircea MIRONESCU,
RS1,NO,44.439061,26.112502,Strada SEMILUNEI,4,S+P,Sector 2,București,1897,,,,1993,Constantin DALBAN,
RS3,NO,44.438995,26.112026,Strada SEMILUNEI,7,S+P+1E,Sector 2,București,1887,,,,1993,Mircea NEICU,
